SL,Age,gender,PS/SD,Crime_Location,Crime_date,Crime_time,Allegation,Temperature,Rain,GDP per capita (USD),GNI per capita (USD)
1,30,male,vulta,rupgonj,4/24/2022,1:55:00 PM,drugs,36,0,"2,687.90","2,820"
2,32,male,vulta,rupgonj,4/24/2022,1:55:00 PM,drugs,36,0,"2,687.90","2,820"
3,38,male,vulta,rupgonj,4/24/2022,1:55:00 PM,drugs,36,0,"2,687.90","2,820"
4,32,male,vulta,rupgonj,4/24/2022,1:55:00 PM,drugs,36,0,"2,687.90","2,820"
5,65,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
6,30,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
7,35,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
8,45,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
9,20,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
10,35,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
11,30,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
12,23,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
13,26,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
14,23,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
15,27,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,half murder,28,0,"2,675","2,784"
16,30,male,sector#7,purbachol,12/29/2022,3:30:00 PM,murder,24,0,"2,687.90","2,820"
17,30,male,sector#7,purbachol,12/29/2022,3:30:00 PM,murder,24,0,"2,687.90","2,820"
18,29,male,sector#7,purbachol,12/29/2022,3:30:00 PM,murder,24,0,"2,687.90","2,820"
19,65,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
20,30,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
21,35,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
22,45,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
23,20,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
24,35,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
25,30,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
26,23,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
27,26,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
28,23,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
29,27,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,extortion ,28,0,"2,675","2,784"
30,65,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
31,30,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
32,35,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
33,45,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
34,20,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
35,35,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
36,30,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
37,23,male,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
38,26,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
39,23,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
40,27,female,kala paharia,araihazar,6/9/2024,4:30:00 AM,robbery,28,0,"2,675","2,784"
41,35,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
42,45,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
43,29,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
44,25,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
45,28,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
46,26,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
47,26,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
48,29,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
49,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
50,30,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
51,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
52,32,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
53,27,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
54,29,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
55,32,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
56,27,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
57,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
58,35,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
59,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Unlawful Assembly Membership,28,0,"2,687.90","2,820"
60,35,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
61,45,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
62,29,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
63,25,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
64,28,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
65,26,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
66,26,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
67,29,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
68,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
69,30,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
70,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
71,32,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
72,27,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
73,29,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
74,32,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
75,27,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
76,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
77,35,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
78,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,Collective Criminal Liability,28,0,"2,687.90","2,820"
79,35,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
80,45,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
81,29,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
82,25,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
83,28,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
84,26,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
85,26,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
86,29,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
87,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
88,30,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
89,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
90,32,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
91,27,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
92,29,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
93,32,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
94,27,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
95,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
96,35,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
97,31,male,daily time building,narayangonj sadar,12/2/2022,12:25:00 PM,theft,28,0,"2,687.90","2,820"
98,35,male,nahati,rupgonj,11/19/2022,2:15:00 AM,robbery ,19,0,"2,687.90","2,820"
99,22,male,nahati,rupgonj,11/19/2022,2:15:00 AM,robbery ,19,0,"2,687.90","2,820"
100,29,male,nahati,rupgonj,11/19/2022,2:15:00 AM,robbery ,19,0,"2,687.90","2,820"
101,30,male,nahati,rupgonj,11/19/2022,2:15:00 AM,robbery ,19,0,"2,687.90","2,820"
102,32,male,nahati,rupgonj,11/19/2022,2:15:00 AM,robbery ,19,0,"2,687.90","2,820"
103,19,male,nahati,rupgonj,11/19/2022,2:15:00 AM,robbery ,19,0,"2,687.90","2,820"
104,25,male,nahati,rupgonj,11/19/2022,2:15:00 AM,robbery ,19,0,"2,687.90","2,820"
105,22,male,nahati,rupgonj,11/19/2022,2:15:00 AM,robbery ,19,0,"2,687.90","2,820"
106,19,male,nahati,rupgonj,11/19/2022,2:15:00 AM,robbery ,19,0,"2,687.90","2,820"
107,41,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
108,39,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
109,43,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
110,45,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
111,20,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
112,26,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
113,65,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
114,38,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
115,20,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
116,25,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
117,35,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
118,40,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
119,25,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
120,60,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,half murder,27,0,"2,675","2,784"
121,41,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
122,39,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
123,43,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
124,45,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
125,20,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
126,26,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
127,65,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
128,38,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
129,20,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
130,25,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
131,35,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
132,40,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
133,25,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
134,60,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,terror,27,0,"2,675","2,784"
135,41,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
136,39,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
137,43,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
138,45,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
139,20,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
140,26,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
141,65,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
142,38,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
143,20,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
144,25,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
145,35,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
146,40,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
147,25,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
148,60,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,theft,27,0,"2,675","2,784"
149,41,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
150,39,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
151,43,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
152,45,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
153,20,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
154,26,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
155,65,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
156,38,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
157,20,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
158,25,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
159,35,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
160,40,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
161,25,female,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
162,60,male,kala paharia,rupgonj,8/30/2024,6:00:00 AM,life threat,27,0,"2,675","2,784"
163,35,male,kasipur,fatullah,10/2/2022,11:00:00 AM,life threat,27.5,1,"2,687.90","2,820"
164,42,male,kasipur,fatullah,10/2/2022,11:00:00 AM,life threat,27.5,1,"2,687.90","2,820"
165,50,male,kasipur,fatullah,10/2/2022,11:00:00 AM,life threat,27.5,1,"2,687.90","2,820"
166,55,male,kasipur,fatullah,10/2/2022,11:00:00 AM,life threat,27.5,1,"2,687.90","2,820"
167,32,male,kasipur,fatullah,10/2/2022,11:00:00 AM,life threat,27.5,1,"2,687.90","2,820"
168,50,male,kasipur,fatullah,10/2/2022,11:00:00 AM,life threat,27.5,1,"2,687.90","2,820"
169,34,male,kasipur,fatullah,10/2/2022,11:00:00 AM,life threat,27.5,1,"2,687.90","2,820"
170,33,male,kasipur,fatullah,10/2/2022,11:00:00 AM,life threat,27.5,1,"2,687.90","2,820"
171,33,male,kasipur,fatullah,10/2/2022,11:00:00 AM,life threat,27.5,1,"2,687.90","2,820"
172,35,male,kasipur,fatullah,10/2/2022,11:00:00 AM,robbery ,27.5,1,"2,687.90","2,820"
173,42,male,kasipur,fatullah,10/2/2022,11:00:00 AM,robbery ,27.5,1,"2,687.90","2,820"
174,50,male,kasipur,fatullah,10/2/2022,11:00:00 AM,robbery ,27.5,1,"2,687.90","2,820"
175,55,male,kasipur,fatullah,10/2/2022,11:00:00 AM,robbery ,27.5,1,"2,687.90","2,820"
176,32,male,kasipur,fatullah,10/2/2022,11:00:00 AM,robbery ,27.5,1,"2,687.90","2,820"
177,50,male,kasipur,fatullah,10/2/2022,11:00:00 AM,robbery ,27.5,1,"2,687.90","2,820"
178,34,male,kasipur,fatullah,10/2/2022,11:00:00 AM,robbery ,27.5,1,"2,687.90","2,820"
179,33,male,kasipur,fatullah,10/2/2022,11:00:00 AM,robbery ,27.5,1,"2,687.90","2,820"
180,33,male,kasipur,fatullah,10/2/2022,11:00:00 AM,robbery ,27.5,1,"2,687.90","2,820"
181,35,male,kasipur,fatullah,10/2/2022,11:00:00 AM,extortion ,27.5,1,"2,687.90","2,820"
182,42,male,kasipur,fatullah,10/2/2022,11:00:00 AM,extortion ,27.5,1,"2,687.90","2,820"
183,50,male,kasipur,fatullah,10/2/2022,11:00:00 AM,extortion ,27.5,1,"2,687.90","2,820"
184,55,male,kasipur,fatullah,10/2/2022,11:00:00 AM,extortion ,27.5,1,"2,687.90","2,820"
185,32,male,kasipur,fatullah,10/2/2022,11:00:00 AM,extortion ,27.5,1,"2,687.90","2,820"
186,50,male,kasipur,fatullah,10/2/2022,11:00:00 AM,extortion ,27.5,1,"2,687.90","2,820"
187,34,male,kasipur,fatullah,10/2/2022,11:00:00 AM,extortion ,27.5,1,"2,687.90","2,820"
188,33,male,kasipur,fatullah,10/2/2022,11:00:00 AM,extortion ,27.5,1,"2,687.90","2,820"
189,33,male,kasipur,fatullah,10/2/2022,11:00:00 AM,extortion ,27.5,1,"2,687.90","2,820"
190,77,female,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
191,73,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
192,72,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
193,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
194,63,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
195,33,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
196,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
197,54,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
198,72,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
199,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
200,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
201,47,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
202,44,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
203,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
204,58,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
205,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
206,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
207,65,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
208,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
209,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
210,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
211,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
212,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
213,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
214,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
215,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
216,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
217,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
218,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
219,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
220,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
221,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
222,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
223,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
224,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
225,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
226,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
227,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
228,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
229,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
230,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
231,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
232,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
233,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
234,37,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
235,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
236,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
237,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
238,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
239,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
240,54,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
241,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
242,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
243,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
244,36,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
245,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
246,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
247,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
248,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
249,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
250,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
251,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
252,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
253,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
254,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,arms supply,26,1,"2,675","2,784"
