SL,Age,gender,PS/SD,Crime_Location,Crime_date,Crime_time,Allegation,Temperature,Rain,GDP per capita (USD),GNI per capita (USD)
498,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,explosive supply ,26,1,"2,675","2,784"
499,47,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,explosive supply ,26,1,"2,675","2,784"
500,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,explosive supply ,26,1,"2,675","2,784"
501,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,explosive supply ,26,1,"2,675","2,784"
502,77,female,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
503,73,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
504,72,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
505,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
506,63,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
507,33,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
508,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
509,54,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
510,72,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
511,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
512,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
513,47,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
514,44,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
515,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
516,58,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
517,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
518,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
519,65,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
520,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
521,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
522,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
523,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
524,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
525,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
526,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
527,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
528,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
529,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
530,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
531,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
532,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
533,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
534,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
535,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
536,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
537,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
538,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
539,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
540,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
541,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
542,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
543,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
544,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
545,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
546,37,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
547,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
548,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
549,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
550,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
551,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
552,54,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
553,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
554,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
555,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
556,36,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
557,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
558,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
559,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
560,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
561,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
562,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
563,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
564,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
565,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
566,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
567,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
568,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
569,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
570,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
571,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
572,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
573,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
574,65,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
575,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
576,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
577,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
578,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
579,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
580,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
581,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
582,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
583,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
584,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
585,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
586,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
587,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
588,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
589,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
590,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
591,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
592,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
593,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
594,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
595,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
596,44,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
597,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
598,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
599,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
600,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
601,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
602,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
603,26,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
604,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
605,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
606,65,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
607,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
608,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
609,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
610,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
611,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
612,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
613,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
614,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
615,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
616,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
617,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
618,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
619,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
620,39,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
621,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
622,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
623,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
624,47,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
625,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
626,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
627,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
628,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
629,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
630,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
631,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
632,28,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
633,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
634,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
635,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
636,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
637,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
638,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
639,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
640,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
641,47,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
642,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
643,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
644,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
645,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
646,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
647,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
648,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
649,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
650,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
651,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
652,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
653,44,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
654,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
655,47,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
656,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
657,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,ordered to murder ,26,1,"2,675","2,784"
658,77,female,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
659,73,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
660,72,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
661,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
662,63,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
663,33,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
664,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
665,54,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
666,72,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
667,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
668,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
669,47,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
670,44,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
671,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
672,58,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
673,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
674,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
675,65,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
676,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
677,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
678,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
679,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
680,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
681,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
682,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
683,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
684,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
685,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
686,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
687,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
688,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
689,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
690,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
691,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
692,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
693,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
694,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
695,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
696,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
697,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
698,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
699,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
700,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
701,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
702,37,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
703,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
704,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
705,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
706,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
707,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
708,54,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
709,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
710,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
711,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
712,36,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
713,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
714,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
715,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
716,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
717,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
718,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
719,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
720,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
721,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
722,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
723,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
724,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
725,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
726,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
727,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
728,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
729,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
730,65,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
731,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
732,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
733,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
734,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
735,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
736,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
737,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
738,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
739,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
740,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
741,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
742,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
743,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
744,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack ,26,1,"2,675","2,784"
