PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
-4.972499001431661,-5.16885947855486,2.487524225569431,0.047436730738074695,-3.2536770391861425,1.6367083354284595
-4.999450598284433,-5.234112480755805,2.495870738270812,0.033283581162576625,-3.4993730770767604,1.2607090640896865
-4.988669959543324,-5.208011279875427,2.49253213319026,0.0389448409927759,-3.4010946619205145,1.4111087726251959
-4.972499001431661,-5.16885947855486,2.487524225569431,0.047436730738074695,-3.2536770391861425,1.6367083354284595
-4.999450598284433,-5.234112480755805,2.495870738270812,0.033283581162576625,-3.4993730770767604,1.2607090640896865
-4.977889320802215,-5.181910078995049,2.4891935281097077,0.04460610082297495,-3.3028162467642663,1.561508481160705
-4.956328043319998,-5.129707677234294,2.482516317948603,0.055928620483373714,-3.1062594164517714,1.8623078982317232
-4.977889320802215,-5.181910078995049,2.4891935281097077,0.04460610082297495,-3.3028162467642663,1.561508481160705
-4.908364649387801,-5.102656729524748,2.4826308746469303,0.051797265273585136,-3.101446650072278,1.8605641497886944
-4.854461455682258,-4.9721507251228605,2.465937849244169,0.08010356442458082,-2.6100545742910404,2.6125626924662395
-4.940706565611127,-5.18096033216588,2.492646689888587,0.03481348578298732,-3.396281895541021,1.4093650241821674
-4.962267843093344,-5.233162733926636,2.4993239000496916,0.023490966122588993,-3.5928387258535146,1.108565607111149
-4.9460968849816815,-5.194010932606069,2.494315992428863,0.03198285586788757,-3.445421103119143,1.3341651699144126
-4.95687752372279,-5.220112133486447,2.497654597509415,0.026321596037688518,-3.5436995182753908,1.1837654613789033
-4.95687752372279,-5.220112133486447,2.497654597509415,0.026321596037688518,-3.5436995182753908,1.1837654613789033
-4.940706565611127,-5.18096033216588,2.492646689888587,0.03481348578298732,-3.396281895541021,1.4093650241821674
-4.929925926870019,-5.154859131285504,2.4893080848080342,0.04047474561318671,-3.298003480384773,1.5597647327176765
-4.935316246240573,-5.167909731725692,2.4909773873483108,0.037644115698086844,-3.3471426879628967,1.484564878449922
-4.929925926870019,-5.154859131285503,2.4893080848080347,0.04047474561318637,-3.298003480384773,1.5597647327176765
-4.924535607499465,-5.1418085308453145,2.4876387822677586,0.043305375528286116,-3.248864272806649,1.634964586985431
-4.951487204352236,-5.207061533046258,2.495985294969139,0.029152225952788043,-3.494560310697267,1.258965315646658
-4.940706565611127,-5.18096033216588,2.492646689888587,0.03481348578298732,-3.396281895541021,1.4093650241821674
-4.924535607499465,-5.1418085308453145,2.4876387822677586,0.043305375528286116,-3.248864272806649,1.634964586985431
-4.951487204352236,-5.207061533046258,2.495985294969139,0.029152225952788043,-3.494560310697267,1.258965315646658
-4.929925926870019,-5.154859131285503,2.4893080848080347,0.04047474561318637,-3.298003480384773,1.5597647327176765
-4.908364649387801,-5.102656729524748,2.4826308746469303,0.051797265273585136,-3.101446650072278,1.8605641497886944
-4.929925926870019,-5.154859131285503,2.4893080848080347,0.04047474561318637,-3.298003480384773,1.5597647327176765
-8.183768683907205,-1.735868615368155,-0.6469310445207475,1.7785367970306072,0.3234752589209969,-1.0609551765830036
-8.253842835724411,-1.9055264210906087,-0.6252301114971579,1.741738608134313,-0.31533443959461155,-2.0385532820638135
-8.21611060013053,-1.8141722180092876,-0.6369152292790909,1.76155301754001,0.02864001345225405,-1.5121543021895307
-8.210720280759977,-1.8011216175690987,-0.638584531819367,1.7643836474551096,0.07777922103037792,-1.4369544479217762
-8.199939642018869,-1.7750204166887213,-0.6419231368999192,1.7700449072853086,0.17605763618662568,-1.2865547393862673
-8.270013793836075,-1.944678222411175,-0.6202222038763296,1.733246718389014,-0.46275206232898264,-2.264152844867077
-8.23767187761275,-1.8663746197700428,-0.6302380191179862,1.7502304978796115,-0.16791681686024063,-1.8129537192605494
-8.253842835724411,-1.9055264210906087,-0.6252301114971579,1.741738608134313,-0.31533443959461155,-2.0385532820638135
-8.270013793836075,-1.944678222411175,-0.6202222038763296,1.733246718389014,-0.46275206232898264,-2.264152844867077
-6.96966620510339,0.8356861543720601,-0.42228566225057446,0.4650544567739293,1.238225051665444,-1.6499483295133535
-6.980446843844499,0.8095849534916827,-0.41894705717002206,0.45939319694373026,1.1399466365091968,-1.800348038048863
-6.958885566362282,0.8617873552524377,-0.4256242673311266,0.4707157166041286,1.3365034668216915,-1.4995486209778446
-6.9481049276211735,0.887888556132815,-0.428962872411679,0.47637697643432764,1.434781881977939,-1.3491489124423357
-7.082862911885031,0.5616235451280965,-0.3872303089047758,0.40561122855683795,0.20630169252484584,-3.2291452691362
-7.050520995661705,0.6399271477692289,-0.3972461241464325,0.42259500804743555,0.5011369379935879,-2.777946143529673
-6.840298540210087,1.1489005649365904,-0.4623489232172014,0.5329895747363196,2.417566033540413,0.1548481729127563
-6.985837163215053,0.796534353051494,-0.417277754629746,0.4565625670286305,1.0908074289310732,-1.8755478923166176
-7.082862911885031,0.5616235451280965,-0.3872303089047758,0.40561122855683795,0.20630169252484584,-3.2291452691362
-7.055911315032259,0.6268765473290402,-0.3955768216061564,0.419764378132336,0.4519977304154642,-2.8531459977974274
-8.004362439394402,0.26806694520300156,-7.58350890491162,-5.3039895630372875,-0.8534824888718183,0.22453771092292413
-7.97741084254163,0.3333199474039453,-7.591855417613002,-5.2898364134617895,-0.6077864509811993,0.6005369822616969
-8.058265633099946,0.137560940801114,-7.56681587950886,-5.332295862188283,-1.344874564653056,-0.5274608317546213
-6.867250137062858,1.083647562735646,-0.45400241051582096,0.5188364251608217,2.171869995649794,-0.2211510984260169
-7.00735172890726,0.8144318383145596,-0.42237567108497426,0.4683005215816204,1.2344435923672707,-1.648578241450974
-7.018132367648368,0.7883306374341822,-0.41903706600442187,0.46263926175142134,1.1361651772110235,-1.7989779499864837
-6.996571090166151,0.8405330391949372,-0.42571427616552643,0.47396178141181966,1.332722007523518,-1.498178532915465
-6.985790451425043,0.8666342400753145,-0.4290528812460788,0.4796230412420187,1.4310004226797657,-1.3477788243799562
-7.1205484356889,0.5403692290705959,-0.3873203177391756,0.40885729336452903,0.20252023322667242,-3.22777518107382
-7.088206519465574,0.6186728317117285,-0.3973361329808323,0.4258410728551266,0.4973554786954145,-2.7765760554672934
-6.8779840640139565,1.12764624887909,-0.4624389320516014,0.5362356395440107,2.4137845742422397,0.15621826097513578
-7.0235226870189225,0.7752800369939935,-0.4173677634641458,0.4598086318363216,1.0870259696328997,-1.8741778042542379
-7.1205484356889,0.5403692290705959,-0.3873203177391756,0.40885729336452903,0.20252023322667242,-3.22777518107382
-7.093596838836128,0.6056222312715398,-0.3956668304405562,0.4230104429400271,0.4482162711172908,-2.8517759097350477
-8.042047963198272,0.24681262914550092,-7.5835989137460205,-5.300743498229597,-0.8572639481699916,0.2259077989853036
-8.0150963663455,0.3120656313464447,-7.591945426447402,-5.286590348654099,-0.6115679102793726,0.6019070703240764
-8.095951156903816,0.11630662474361336,-7.56690588834326,-5.329049797380592,-1.3486560239512293,-0.5260907436922418
-6.904935660866728,1.0623932466781456,-0.45409241935022077,0.5220824899685128,2.168088536351621,-0.21978101036363742
-6.94225855142785,0.8511438387775151,-0.4222202012801018,0.46269368236833575,1.2409752038822974,-1.650944757195084
-6.953039190168958,0.8250426378971377,-0.4188815961995494,0.4570324225381367,1.1426967887260502,-1.8013444657305937
-6.9314779126867405,0.8772450396578927,-0.42555880636065396,0.468354942198535,1.339253619038545,-1.500545048659575
-6.920697273945632,0.9033462405382701,-0.42889741144120636,0.47401620202873407,1.4375320341947924,-1.3501453401240662
-7.05545525820949,0.5770812295335515,-0.3871648479343031,0.4032504541512444,0.20905184474169922,-3.2301416968179306
-7.023113341986164,0.6553848321746839,-0.39718066317595985,0.420234233641842,0.5038870902104413,-2.7789425712114038
-6.8128908865345466,1.1643582493420452,-0.4622834622467287,0.530628800330726,2.4203161857572666,0.15385174523102582
-6.958429509539513,0.811992037456949,-0.4172122936592733,0.45420179262303695,1.0935575811479266,-1.8765443199983478
-7.05545525820949,0.5770812295335515,-0.3871648479343031,0.4032504541512444,0.20905184474169922,-3.2301416968179306
-7.0285036613567184,0.6423342317344952,-0.39551136063568376,0.41740360372674246,0.45474788263231747,-2.854142425479158
-7.976954785718861,0.2835246296084565,-7.583443443941147,-5.306350337442882,-0.850732336654965,0.22354128324119366
-7.95000318886609,0.34877763180940025,-7.591789956642528,-5.292197187867384,-0.605036298764346,0.5995405545799665
-8.030857979424404,0.15301862520656892,-7.566750418538386,-5.334656636593877,-1.3421244124362026,-0.5284572594363519
-6.839842483387318,1.0991052471411011,-0.4539369495453483,0.5164756507552282,2.174620147866648,-0.2221475261077475
-6.976518118522276,0.8318217332706964,-0.4223020274931924,0.46564465037532765,1.2375375136112308,-1.6496992225929208
-6.9872987572633845,0.805720532390319,-0.41896342241264023,0.4599833905451286,1.1392590984549835,-1.8000989311284303
-6.9657374797811675,0.857922934151074,-0.4256406325737448,0.4713059102055269,1.335815928767478,-1.499299514057412
-6.954956841040059,0.8840241350314514,-0.4289792376542972,0.476967170035726,1.4340943439237257,-1.348899805521903
-7.089714825303917,0.5577591240267328,-0.3872466741473937,0.4062014221582363,0.2056141544706325,-3.2288961622157673
-7.05737290908059,0.6360627266678652,-0.39726248938905045,0.4231852016488339,0.5004493999393745,-2.7776970366092404
-6.847150453628973,1.1450361438352268,-0.46236528845981956,0.5335797683377179,2.4168784954861997,0.15509727983318897
-6.992689076633939,0.7926699319501304,-0.41729411987236414,0.45715276063002885,1.0901198908768597,-1.8752987853961849
-7.089714825303917,0.5577591240267328,-0.3872466741473937,0.4062014221582363,0.2056141544706325,-3.2288961622157673
-7.062763228451145,0.6230121262276765,-0.39559318684877437,0.42035457173373436,0.4513101923612508,-2.8528968908769947
-8.011214352813289,0.2642025241016378,-7.5835252701542375,-5.30339936943589,-0.8541700269260316,0.2247868178433568
-7.984262755960516,0.32945552630258157,-7.591871782855619,-5.289246219860392,-0.6084739890354126,0.6007860891821296
-8.065117546518831,0.13369651969975024,-7.566832244751477,-5.331705668586885,-1.3455621027072693,-0.5272117248341887
-6.874102050481744,1.0797831416342825,-0.45401877575843913,0.5194266187622201,2.171182457595581,-0.2209019915055843
-5.336756171059326,-3.4931347429879853,3.1835597218397815,-1.5452096022431807,-2.416116212587112,1.290590749862189
-5.299023935465446,-3.4017805399066643,3.171874604057849,-1.5253951928374836,-2.072141759540246,1.8169897297364708
-5.255901380501011,-3.2973757363851544,3.15852018373564,-1.502750153516687,-1.6790280989152564,2.4185885638785085
-5.228949783648241,-3.2321227341842103,3.150173671034259,-1.488597003941189,-1.433332061024637,2.794587835217281
-5.352927129170989,-3.5322865443085516,3.18856762946061,-1.5537014919884795,-2.5635338353214836,1.0649911870589253
-5.255901380501011,-3.2973757363851544,3.15852018373564,-1.502750153516687,-1.6790280989152564,2.4185885638785085
-5.34214649042988,-3.5061853434281742,3.1852290243800576,-1.5480402321582802,-2.465255420165236,1.2153908955944344
-5.3475368098004346,-3.5192359438683627,3.1868983269203337,-1.55087086207338,-2.5143946277433598,1.1401910413266798
-5.3475368098004346,-3.5192359438683627,3.1868983269203337,-1.55087086207338,-2.5143946277433598,1.1401910413266798
-5.353885954606539,-3.502795795741395,3.1835188087332362,-1.5437341182396849,-2.4178350577226455,1.2912135171632706
-5.316153719012659,-3.411441592660074,3.1718336909513036,-1.5239197088339878,-2.0738606046757795,1.8176124970375525
-5.2730311640482235,-3.307036789138563,3.158479270629095,-1.5012746695131909,-1.6807469440507898,2.41921133117959
-5.246079567195453,-3.24178378693762,3.1501327579277136,-1.487121519937693,-1.4350509061601702,2.7952106025183627
-5.370056912718202,-3.541947597061961,3.1885267163540645,-1.5522260079849837,-2.565252680457017,1.065613954360007
-5.273031164048224,-3.307036789138564,3.1584792706290945,-1.5012746695131909,-1.6807469440507898,2.41921133117959
-5.359276273977094,-3.515846396181584,3.1851881112735123,-1.5465647481547844,-2.4669742653007694,1.216013662895516
-5.364666593347648,-3.5288969966217723,3.1868574138137884,-1.549395378069884,-2.516113472878893,1.1408138086277615
-5.364666593347648,-3.5288969966217723,3.1868574138137884,-1.549395378069884,-2.516113472878893,1.1408138086277615
-5.347034041187654,-3.498931374640031,3.1835351739758546,-1.5443243118410832,-2.417147519668432,1.290964410242838
-5.3093018055937735,-3.4075771715587098,3.1718500561939216,-1.524509902435386,-2.073173066621566,1.8173633901171198
-5.266179250629339,-3.3031723680372,3.1584956358717124,-1.5018648631145894,-1.6800594059965765,2.4189622242591575
-5.239227653776568,-3.2379193658362557,3.150149123170332,-1.4877117135390916,-1.4343633681059569,2.79496149559793
-5.363204999299317,-3.538083175960597,3.188543081596683,-1.552816201586382,-2.5645651424028038,1.0653648474395743
-5.266179250629339,-3.3031723680372,3.1584956358717124,-1.5018648631145894,-1.6800594059965765,2.4189622242591575
-5.352424360558208,-3.5119819750802197,3.1852044765161307,-1.5471549417561827,-2.466286727246556,1.2157645559750834
-5.3578146799287625,-3.525032575520408,3.186873779056407,-1.5499855716712825,-2.51542593482468,1.1405647017073288
-5.3578146799287625,-3.525032575520408,3.186873779056407,-1.5499855716712825,-2.51542593482468,1.1405647017073288
-3.475780394752644,2.131824596512455,-6.637412615597509,-5.554987943235078,-0.43713718020977466,4.807944023303634
-2.494987354167176,2.5689378012796253,0.5405036524662982,0.18574977742514018,1.16317828454625,2.1814594401898098
-2.5003776735377303,2.555887200839437,0.5421729550065743,0.18291914751004065,1.1140390769681263,2.106259585922055
-2.6081840609488167,2.2948751920356623,0.5755590058120967,0.12630654920804885,0.1312549254056519,0.6022625005669634
-2.5488905478727193,2.438431796877738,0.5571966778690594,0.15744347827414426,0.6717862087650134,1.429460897512264
-2.7106001289893484,2.046913783672076,0.6072757540773431,0.07252458082115663,-0.8023900185786987,-0.8265347305203729
-2.618964699689925,2.2687739911552844,0.578897610892649,0.12064528937784967,0.03297651024940443,0.45186279203145424
-2.597403422207708,2.3209763929160396,0.5722204007315445,0.1319678090382481,0.2295333405618992,0.7526622091024727
-2.5003776735377303,2.555887200839437,0.5421729550065743,0.18291914751004065,1.1140390769681263,2.106259585922055
-2.6081840609488167,2.2948751920356623,0.5755590058120967,0.12630654920804885,0.1312549254056519,0.6022625005669634
-2.6459162965426968,2.2035209889543412,0.5872441235940297,0.10649213980235182,-0.21271952764121427,0.07586352069268144
-2.6351356578015883,2.229622189834718,0.5839055185134774,0.11215339963255087,-0.11444111248496683,0.22626322922819062
-2.651306615913251,2.1904703885141523,0.5889134261343058,0.10366150988725219,-0.26185873521933783,0.0006636664249269389
-2.5920131028371536,2.3340269933562285,0.5705510981912684,0.13479843895334762,0.27867254814002307,0.8278620633702273
-2.575842144725491,2.3731787946767944,0.56554319057044,0.1432903286986464,0.4260901708743945,1.053461626173491
-2.6297453384310336,2.242672790274907,0.5822362159732013,0.11498402954765051,-0.06530190490684305,0.3014630834959452
-2.6405259771721425,2.2165715893945297,0.5855748210537535,0.10932276971745135,-0.16358032006309048,0.15106337496043606
-2.538109909131611,2.4645329977581154,0.5538580727885071,0.16310473810434353,0.770064623921261,1.5798606060477733
-2.618964699689925,2.2687739911552844,0.578897610892649,0.12064528937784967,0.03297651024940443,0.45186279203145424
-2.6459162965426968,2.2035209889543412,0.5872441235940297,0.10649213980235182,-0.21271952764121427,0.07586352069268144
-2.6297453384310336,2.242672790274907,0.5822362159732013,0.11498402954765051,-0.06530190490684305,0.3014630834959452
-2.5920131028371536,2.3340269933562285,0.5705510981912684,0.13479843895334762,0.27867254814002307,0.8278620633702273
-2.565061505984382,2.3992799955571718,0.5622045854898877,0.14895158852884557,0.5243685860306422,1.203861334709
-2.5920131028371536,2.3340269933562285,0.5705510981912684,0.13479843895334762,0.27867254814002307,0.8278620633702273
-2.618964699689925,2.2687739911552844,0.578897610892649,0.12064528937784967,0.03297651024940443,0.45186279203145424
-2.6297453384310336,2.242672790274907,0.5822362159732013,0.11498402954765051,-0.06530190490684305,0.3014630834959452
-2.5920131028371536,2.3340269933562285,0.5705510981912684,0.13479843895334762,0.27867254814002307,0.8278620633702273
-2.6459162965426968,2.2035209889543412,0.5872441235940297,0.10649213980235182,-0.21271952764121427,0.07586352069268144
-2.5920131028371536,2.3340269933562285,0.5705510981912684,0.13479843895334762,0.27867254814002307,0.8278620633702273
-2.5920131028371536,2.3340269933562285,0.5705510981912684,0.13479843895334762,0.27867254814002307,0.8278620633702273
-2.6081840609488167,2.2948751920356623,0.5755590058120967,0.12630654920804885,0.1312549254056519,0.6022625005669634
-2.6297453384310336,2.242672790274907,0.5822362159732013,0.11498402954765051,-0.06530190490684305,0.3014630834959452
-2.683648532136577,2.1121667858730198,0.5989292413759625,0.08667773039665459,-0.5566939806880804,-0.4505354591816004
-2.7159904483599027,2.033863183231887,0.6089450566176193,0.06969395090605711,-0.8515292261568225,-0.9017345847881276
-2.5920131028371536,2.3340269933562285,0.5705510981912684,0.13479843895334762,0.27867254814002307,0.8278620633702273
-2.6459162965426968,2.2035209889543412,0.5872441235940297,0.10649213980235182,-0.21271952764121427,0.07586352069268144
-2.6459162965426968,2.2035209889543412,0.5872441235940297,0.10649213980235182,-0.21271952764121427,0.07586352069268144
-2.6728678933954684,2.138267986753397,0.5955906362954103,0.09233899022685375,-0.458415565531833,-0.3001357506460915
-2.6081840609488167,2.2948751920356623,0.5755590058120967,0.12630654920804885,0.1312549254056519,0.6022625005669634
-2.6297453384310336,2.242672790274907,0.5822362159732013,0.11498402954765051,-0.06530190490684305,0.3014630834959452
-2.6405259771721425,2.2165715893945297,0.5855748210537535,0.10932276971745135,-0.16358032006309048,0.15106337496043606
-2.6459162965426968,2.2035209889543412,0.5872441235940297,0.10649213980235182,-0.21271952764121427,0.07586352069268144
-2.6728678933954684,2.138267986753397,0.5955906362954103,0.09233899022685375,-0.458415565531833,-0.3001357506460915
-2.6998194902482395,2.0730149845524535,0.6039371489967909,0.0781858406513559,-0.7041116034224514,-0.6761350219848639
-2.689038851507131,2.099116185432831,0.6005985439162387,0.08384710048155507,-0.605833188266204,-0.5257353134493549
-2.5920131028371536,2.3340269933562285,0.5705510981912684,0.13479843895334762,0.27867254814002307,0.8278620633702273
-2.5920131028371536,2.3340269933562285,0.5705510981912684,0.13479843895334762,0.27867254814002307,0.8278620633702273
-2.6620872546543595,2.164369187633775,0.592252031214858,0.09800025005705303,-0.3601371503755854,-0.14973604211058225
-2.6620872546543595,2.164369187633775,0.592252031214858,0.09800025005705303,-0.3601371503755854,-0.14973604211058225
-2.6459162965426968,2.2035209889543412,0.5872441235940297,0.10649213980235182,-0.21271952764121427,0.07586352069268144
-2.597403422207708,2.3209763929160396,0.5722204007315445,0.1319678090382481,0.2295333405618992,0.7526622091024727
-2.6620872546543595,2.164369187633775,0.592252031214858,0.09800025005705303,-0.3601371503755854,-0.14973604211058225
-2.6620872546543595,2.164369187633775,0.592252031214858,0.09800025005705303,-0.3601371503755854,-0.14973604211058225
-2.683648532136577,2.1121667858730198,0.5989292413759625,0.08667773039665459,-0.5566939806880804,-0.4505354591816004
-2.6944291708776853,2.0860655849926424,0.6022678464565148,0.08101647056645543,-0.6549723958443276,-0.6009351677171095
-2.683648532136577,2.1121667858730198,0.5989292413759625,0.08667773039665459,-0.5566939806880804,-0.4505354591816004
-2.6297453384310336,2.242672790274907,0.5822362159732013,0.11498402954765051,-0.06530190490684305,0.3014630834959452
-2.7159904483599027,2.033863183231887,0.6089450566176193,0.06969395090605711,-0.8515292261568225,-0.9017345847881276
-2.6081840609488167,2.2948751920356623,0.5755590058120967,0.12630654920804885,0.1312549254056519,0.6022625005669634
-2.7159904483599027,2.033863183231887,0.6089450566176193,0.06969395090605711,-0.8515292261568225,-0.9017345847881276
-2.6620872546543595,2.164369187633775,0.592252031214858,0.09800025005705303,-0.3601371503755854,-0.14973604211058225
-2.6459162965426968,2.2035209889543412,0.5872441235940297,0.10649213980235182,-0.21271952764121427,0.07586352069268144
-2.6728678933954684,2.138267986753397,0.5955906362954103,0.09233899022685375,-0.458415565531833,-0.3001357506460915
